	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17
F1093	55649.7848128962	151532.592184028	112755.641101691	174568.90133439	152545.907125156	189897.377262985	41970.8248107626	249251.702990864	151112.227326454	87079.2787108444	41134.0462984479	304628.625843859	73174.5816863758	212602.948419251	140264.695391708	214232.000910317	174165.960038802	159243.258868513
F1094	268752.424784299	76767.1424465886	229444.199927992	186524.729402117	84785.2778123331		155114.154210182	95447.9776074898	142009.817528068	135251.825221886	227745.776236117	95707.64739858	255477.071093818	274050.006950796	319534.661818312	116285.437170488	232161.368108094	105650.157778867
F1095	127724.341143392	198817.47669168	121773.415474478	186312.85960907	97550.1573987267	316686.654611288	130875.652087528	286066.923202523	236351.503187268	215842.498945315	124192.115561731	271979.309304485	116716.827722158	193194.359184621	82569.6625280196	166614.36843691	140991.027851998	244210.612016634
F1096	59711.1919312848	30886.9192810939	143843.886582195	42376.9480887819	55008.0695042265	55370.697878597	59110.8025873021	59684.4886180239	34381.7793465555	97864.9755836743	61046.5290712437	113863.864085309	109988.010642551	81061.2263898253	131058.492090189	84628.526579178	33313.4455141677	59103.7530797642
F1097	19098.8999922463	74123.2764365539	18759.9288313234	66181.7117534524	25428.8021628365	200130.732062948	44396.7958039748	317954.693230365	153276.217370227	104538.667840079	39215.0144106736	209893.005549208	116618.302430234	126299.434354915	78520.5082621625	26766.5619238832	21312.2400485694	45982.5911697854
F1098	140588.249057555	317462.067271803	146719.152954003	160019.991288544	64145.9884366109		89845.3895692525	153241.802295994	282867.657465328	181782.547195486	51264.257739875	306972.770581007	191525.863763328	153227.308875993	163719.34701989	135853.742143965	201990.706379758	147665.101131855
F1099	142803.099451129	194290.176144969	197140.099369951	206579.640980146	221993.18501629	104687.031924529	190920.180976027	278914.963219711	299721.008670535	263967.352724701	173783.267491851	292916.352312865	273090.748103003	314842.017635143	308069.48415464	159495.605433606	184237.269700815	185898.778156618
F1100	314528.88308889	176386.809539839	250798.543524882	245608.655646607	179546.811118184	164675.923819118	198396.132613004	159068.946526691	184975.00383923	195227.974112775	200238.058414236	99705.8126853466	216789.628448698	123080.000589845	264439.588329225	177823.128951133	254274.43214769	188850.550275988
F1101	140353.235776292	200190.290236597	205908.347094601	173645.088221505	135622.448207796	313839.436871249	129954.635979017	262337.832934273	230207.620604427	219103.671926597	112874.318548871	255099.497551032	214700.144695319	246158.347770844	155722.022938677	106270.059797773	89133.6850837173	163871.782869679
F1102	99806.1658719983	160442.462565459	58673.8445846356	61341.2229111084	129965.21686511		116549.521292493	13483.9118032056	202659.214241586		208422.572173886	28595.0063061325	227353.147613891	96898.6504467092	313305.432152857	72010.7908073772	27340.9742993601	48840.5602166748
F1103	100639.624450854	159535.118927919	98317.7624865071	233399.734715137	68187.9604670837	228053.838382421	150379.969914561	311752.414372109	281226.161680224	122436.749213582	148266.405497656	163442.890065032	123991.139579685	270417.33858297	99813.4703314879	93948.3088591522	101538.360199596	290940.537293965
