m/z	retention_time	p-value	t-score	custom_id
909.5458	16.191	1	0.4113170205379183	N99
719.48601	16.522	0	1.6216497828698595	N100
791.48559	15.7	1	-0.18287335768789512	N101
578.34563	12.204	1	0.05397831471507229	N102
908.54916	13.253	1	-0.9302579698349949	N103
815.55185	16.788	1	0.36683699749064685	N105
951.51885	15.806	1	-0.11404053484046679	N106
592.3249	10.888	1	-0.7875494325358486	N107
281.24834	12.466	1	0.6210312269761246	N108
621.30343	9.827	1	0.9485966754800735	N109
664.38208	11.865	1	-0.6158762185580844	N110
790.56026	19.176	1	-0.021062835471325682	N111
870.54506	18.795	1	-0.17362847846796434	N112
917.53666	14.994	0	-1.1208640364189697	N113
830.49343	17.067	1	-0.3031756313625987	N114
608.35584	11.028	1	-0.4149936240184714	N115
544.26725	9.544	1	0.6002209501964798	N116
860.5656	16.651	1	-0.6780325046875981	N117
610.33516	10.456	1	-0.7753124259428852	N118
1015.5059	16.285	1	0.13408469033106804	N119
733.54941	16.24	1	0.5029286126741547	N120
568.26593	9.757	1	0.5041423909794123	N121
835.53252	16.144	1	1.05488121904778	N122
594.34025	11.008	1	-0.4321798517588454	N123
862.57969	17.631	1	-0.38240567598961844	N124
769.50127	16.323	1	0.17773018623024261	N125
590.34563	10.667	1	0.8325457272202395	N126
407.28015	7.557	1	-0.4134375015168067	N127
894.54504	18.379	1	-0.6582398405663074	N128
295.2278	9.254	1	-0.3106122311216134	N129
742.53835	18.497	0	1.0848198188580525	N131
502.2936	10.389	1	0.8945368409023158	N132
632.35573	11.286	1	-0.45484695469912173	N133
736.51747	14.061	1	-0.36572947149130286	N134
327.23265	11.673	1	0.1074301943567974	N136
967.53687	12.906	1	-0.9443147437904736	N137
782.49397	17.37	1	-0.10009018047775231	N138
889.57676	17.812	1	0.6832777655814329	N139
768.55414	18.897	1	0.9779423465289283	N140
778.50145	15.93	1	-0.9387297828648784	N141
848.52731	13.649	1	-0.2821838344064617	N142
582.50956	17.101	1	0.8347994196756499	N143
794.54687	19.754	1	0.10676147215619584	N144
918.5452	18.156	1	-0.020628437009015854	N145
874.5578	17.79	1	0.05573432657661564	N146
562.31447	11.253	1	-0.5881682442528386	N147
548.29641	11.503	1	0.6330196495654046	N148
608.31796	10.703	1	-0.11647304126989058	N150
407.28007	6.809	1	-0.26982800495217624	N152
833.51606	15.621	1	-0.3996695452801344	N153
848.54243	17.471	1	-0.27301091550265516	N154
680.3769	11.097	1	-0.43433362579452306	N155
1035.66291	10.672	1	0.03083822956011424	N156
841.5011	15.857	1	0.14162350591045353	N157
538.31465	9.64	1	0.7452983312488308	N158
843.51764	16.143	1	-0.11428972609962117	N159
594.34045	11.842	1	-0.22086498210722202	N160
867.51638	16.142	1	-0.2915106579555422	N161
794.49637	15.169	0	-1.3153858463796375	N163
911.56119	16.709	1	0.647994756828472	N164
309.17429	8.749	1	0.1431827180699275	N165
552.29283	10.658	1	-0.747272789399944	N166
712.49153	16.473	1	-0.4985444762841891	N167
918.57054	15.865	1	-0.5585480071074913	N168
303.23272	11.671	1	0.02031874648833489	N169
922.52928	13.222	0	-1.174605938523589	N170
818.55351	17.205	1	0.16117312386469956	N171
862.50711	13.502	1	-0.3519603696347378	N172
576.3298	11.38	1	0.007858155335829984	N173
446.3761	15.372	1	0.6713350933022622	N174
453.28563	6.921	1	-0.26906656982632676	N175
753.38124	11.273	1	-0.32796376913754505	N176
745.54836	15.997	1	0.062122699621660636	N177
743.48564	16.165	1	0.10104354315583541	N178
642.36104	11.236	1	-0.600488212178059	N179
592.2649	9.9	1	0.20348200485754084	N180
666.39779	12.736	1	-0.10241873704398546	N182
533.29103	13.097	1	0.6326874933608354	N183
896.56107	19.229	1	0.7061430175293765	N184
650.3664	10.791	1	-0.4976595175511917	N185
713.35048	11.11	1	-0.3051607686821624	N186
636.3491	11.988	1	1.0637936191123123	N187
842.55345	16.87	1	-0.10158131438005441	N188
528.30908	10.103	1	0.4178484007758476	N189
820.56892	17.902	1	-0.327180046523572	N190
901.54118	15.663	1	-0.6536812510475487	N191
694.39244	11.214	1	-0.3213884502443118	N192
832.50901	17.332	1	0.7176356297349589	N193
353.20011	9.077	1	0.07537297614472488	N194
564.33065	12.016	1	-0.3795953551291338	N195
520.26506	10.318	1	0.02084254796160133	N196
580.32472	11.297	0	-1.2434704647618386	N197
652.38168	11.629	1	-0.44960518485404277	N198
692.61904	19.913	1	0.41077506695252186	N199
872.52764	14.163	1	-1.0138154946181106	N201
892.55301	14.834	1	-0.7165407909329407	N202
690.39752	12.335	1	-0.7324684829620339	N203
613.51467	17.622	0	1.2732522744439043	N204
882.55019	16.231	0	-1.3340500696754611	N205
295.22774	10.059	1	-0.31659126356784195	N207
526.31435	10.007	1	0.6327989620551773	N208
744.56205	15.87	1	0.49353249202306715	N209
605.40501	14.41	1	0.5915742628903183	N210
780.51635	16.149	1	-0.4336906816205034	N211
816.57435	19.46	1	0.8537868293125039	N212
411.20601	12.466	1	0.8035153594015693	N213
841.51892	17.552	1	0.297594680817405	N214
698.38763	10.748	1	-0.6275424285885066	N215
650.36646	11.791	1	-0.5837185625300504	N216
550.31489	11.09	1	-0.03413419829682847	N217
840.5732	19.144	1	-0.4246996830722987	N218
806.49324	17.237	1	0.8025469812476639	N219
965.52081	12.918	1	-0.7950306693423582	N220
818.51847	15.726	1	-0.852332904072167	N221
504.3093	10.069	1	0.5989312868224267	N222
602.34539	11.782	1	-0.631509460755937	N223
476.27801	9.806	1	0.3836769902930941	N224
554.30975	10.887	1	-0.7036457889704127	N225
924.59356	21.685	0	1.2033056892696186	N226
752.52191	17.764	1	0.1448199626286409	N227
832.53358	15.68	1	-0.5645512489311755	N228
634.37147	12	1	-0.1855910964929353	N229
720.408	11.614	1	-0.7408425044736903	N230
814.52138	13.959	1	-0.5543704365286662	N231
812.50656	14.413	1	-0.3055163017163512	N233
582.27119	6.25	1	-0.6100029815734276	N234
796.51178	15.655	1	-1.0449823138842735	N235
508.35533	13.17	1	-0.4165404744208248	N236
303.23285	9.833	1	0.5760358192950865	N238
636.38697	12.193	1	-0.29018368016969465	N239
925.50344	15.589	1	-0.5431117180148464	N240
922.57729	20.096	1	-0.33541252885717016	N241
816.53868	16.604	1	-0.4902455671647582	N242
869.55384	16.109	1	0.2689858085407548	N243
554.34563	11.317	1	0.14713268963584863	N244
808.50798	17.224	1	0.10493098533740475	N245
530.32453	11.409	1	0.8419974037430908	N246
620.35588	11.898	1	-0.9048165867742444	N247
852.55895	13.202	1	-0.2644318086561741	N248
969.55124	13.462	1	-0.2835708659844675	N249
1021.52292	16.312	1	0.028869665594871027	N250
820.49645	12.745	1	-0.4244400326358633	N251
213.1134	0.87	1	0.30478026857470514	N253
805.52162	15.42	1	-0.6371715499596421	N254
723.37069	11.764	1	-0.5653112989454459	N255
668.37705	11.622	0	-1.1413366707836103	N258
955.55039	16.997	1	0.8705866463567075	N259
688.49155	16.998	1	0.6765939606807534	N261
604.36109	12.612	1	-0.16800463083558825	N262
842.51577	15.796	1	-0.6558731423499673	N263
634.33357	10.882	0	1.1618131505792022	N264
764.54862	15.043	1	-0.24988682738933327	N265
687.54522	16.789	1	0.2746051833504089	N266
832.60786	24.739	1	0.510295701245594	N267
901.54194	14.928	1	-0.042206834289522786	N268
756.48055	14.698	1	-0.8224816530537145	N270
772.51086	15.445	1	-0.4771653923934061	N271
798.52743	16.172	1	-1.079841950871657	N272
802.48636	14.326	1	-0.4232541602773536	N274
722.51153	17.541	1	-0.1361455593997544	N276
866.55359	16.532	1	-0.41164569696681114	N277
582.33982	12.003	1	-0.6033829243229154	N278
771.3918	10.966	1	-0.5521214114819134	N280
634.37122	11.317	1	-0.38938921334066634	N281
845.53245	16.551	1	0.7066843305855846	N283
618.47599	14.768	1	-0.33499652379760875	N284
812.54092	18.608	1	-0.4678213491001036	N286
931.51613	14.384	1	-0.4295348523371771	N287
834.54873	15.187	1	-0.5152942381222793	N288
618.3403	11.131	1	-0.6826929760920527	N290
293.17935	9.537	1	0.23116504595854265	N291
552.30942	10.166	1	0.40286479456056434	N293
715.36611	11.393	1	-0.20736392307223347	N297
652.38217	12.531	1	-0.07588920553438804	N299
844.56813	17.837	1	0.017816601552415372	N301
868.55413	13.413	1	-0.7177458493791538	N302
712.40343	10.697	1	-0.852400934405094	N303
798.53032	17.335	1	-0.5699980414076227	N305
775.59575	18.135	1	0.37758824092069176	N307
940.54887	19.762	1	-0.5110859876358393	N308
844.52746	18.337	1	0.554183577038639	N310
588.32981	11.634	1	-0.8978058520779094	N311
796.51085	15.14	1	-0.09413876265630051	N312
754.5008	15.95	1	-0.11742211975584071	N313
738.41887	11.049	1	-0.7635512591664922	N314
834.47594	12.568	1	-0.3649572515539162	N315
656.37704	11.497	1	-0.3564832428480001	N316
622.33557	11.925	1	0.10441657538760869	N317
597.30343	10.076	1	0.4891869056503063	N318
498.26223	9.226	1	0.7361537121092949	N319
571.28806	9.705	1	-0.14269492931114414	N320
808.47564	14.697	1	-0.6625754526649064	N322
564.33066	11.14	1	-0.7268254792013094	N323
397.22621	9.31	1	-0.008267495686098579	N325
877.50592	14.574	1	-0.9880784552143831	N326
255.23258	12.149	1	0.7165903550418169	N327
892.46338	17.062	1	-0.2861409539193798	N328
682.35633	10.357	1	-0.9130718619214089	N329
815.50356	17.785	1	0.6716808750004643	N330
788.54401	18.114	1	-0.5525627268679901	N331
516.33167	10.337	1	0.8667050543664931	N332
877.5226	16.781	1	0.3437945146461089	N334
590.34549	12.325	1	-0.6557766754882215	N335
920.56132	18.598	1	0.041779379150356614	N337
578.30891	11.109	1	-0.46769650746898545	N339
694.42888	12.93	1	0.060539744784678974	N340
748.48965	16.53	1	-0.4686115802465874	N341
620.35584	11.206	1	-0.5389157478291844	N342
744.55424	19.545	1	0.6611859801543629	N343
907.53043	15.646	1	-0.008690310261930236	N344
820.51139	15.431	0	-1.1451888922451925	N347
666.60352	19.872	1	0.6718105822671213	N349
818.55368	16.173	1	-0.12924945342343916	N351
1565.15893	19.741	1	-0.28993813353989933	N352
636.35095	10.75	1	-0.7439193403257466	N353
737.53694	16.784	1	0.1809949515391126	N355
980.66992	10.651	1	0.3873398881306343	N356
379.1558	9.111	1	0.4062837164640981	N357
648.35077	11.254	1	0.5664337690500446	N359
758.49705	15.572	1	-0.5529327501521681	N362
770.4965	15.415	1	-0.7343942221572505	N364
816.52936	18.378	1	-0.7923331207924984	N365
680.41327	12.499	1	0.22033453461722458	N366
719.53347	15.642	1	0.14890069180204346	N368
820.56872	16.687	1	0.5549479209330749	N369
856.50878	17.374	1	-0.41762667094547345	N371
973.62615	10.665	1	0.2330030003854953	N373
868.52878	18.046	0	-1.26277987751022	N374
660.387	12.358	1	-0.3381426278176609	N375
750.52764	18.202	1	0.6066780290606117	N377
385.19038	12.147	1	0.8917805790857027	N378
792.52853	18.784	1	-0.5835102952625383	N379
604.46054	14.529	1	-0.3131340767265404	N380
606.34007	10.926	1	-0.2553690541810463	N382
903.55392	16.12	1	0.676450972132248	N383
876.5584	14.164	1	-0.4688753437091646	N385
1094.73876	10.972	1	0.7185975001485518	N387
754.46514	14.485	1	-1.0150007607708293	N388
596.35612	12.205	1	0.00460035612539933	N389
624.35076	10.471	1	-0.42926160948404446	N391
622.37141	12.223	1	-0.30496613839201553	N392
799.54802	17.788	0	1.2243665384538294	N393
630.37655	12.918	1	-0.5846231506085141	N396
530.30211	10.672	1	0.00031357244648368095	N397
582.37679	12.474	1	0.15725004486149807	N398
1013.49015	15.805	1	-0.4879612191627761	N400
708.40816	12.269	1	-0.4950593908461002	N401
819.54805	18.825	1	0.15631306636935619	N403
483.2725	10.188	0	1.3745248845235256	N404
749.57993	17.444	1	0.3125396378636109	N405
653.46235	12.934	1	0.08043490416115058	N406
701.35026	11.247	1	-0.9781377467549968	N407
934.53231	19.727	1	-0.1613808025017517	N408
840.53043	18.164	1	-0.03137265409670414	N409
780.5544	18.707	1	0.325540121614398	N411
804.51503	15.905	1	-0.9017716420956602	N413
475.26738	6.983	1	-0.29519019657657236	N414
746.51019	17.365	1	-0.26731854395701987	N416
759.5174	16.911	1	0.7263116190690697	N417
860.56291	15.596	1	-0.042508724824798554	N418
897.5458	16.111	1	-0.20248912085256393	N420
546.28057	10.778	1	0.5487083342793251	N422
496.2678	10.06	0	1.175975510272756	N424
305.24826	12.369	1	0.6045331897609518	N425
572.48076	17.095	1	0.9465619345722367	N426
722.42374	12.36	1	-0.12019145579010829	N427
479.37339	13.023	1	-0.06795249305045334	N428
630.23528	9.825	1	0.5237694333586631	N431
846.58394	18.066	1	0.3964866627090453	N432
898.55783	17.482	1	0.986383818155438	N435
927.51832	16.099	1	0.5541398551316138	N436
666.39706	11.829	1	-0.9843420363062187	N437
913.57843	17.353	1	0.8695741033720776	N438
559.47229	16.733	1	-0.6457845985622599	N439
749.38645	12.068	1	-0.6822473279629933	N441
594.37673	12.252	0	1.1887233493256066	N442
433.19027	11.67	1	0.1201695097276016	N443
1091.72521	11.981	1	0.7153366316411832	N444
863.56174	17.527	1	1.037809496144029	N445
672.38685	12.107	1	-0.7216809400909221	N446
678.39718	11.933	1	-0.9403963703353142	N448
647.45553	12.466	1	0.6053550880233912	N450
880.58985	14.312	1	0.38570040927928845	N451
558.33331	11.982	1	0.5928205611725769	N452
466.2936	10.012	1	0.6575007518102854	N454
843.41338	10.85	1	-0.6245712176461617	N455
599.49971	17.092	1	0.9766689672235	N456
664.38205	11.136	1	-0.6984964088852678	N457
313.23807	12.416	1	0.2674652057728635	N458
784.47532	13.674	1	-0.9892233346143726	N459
473.28199	11.211	1	0.16878478818095732	N461
724.40306	11.494	1	-0.6645860660769308	N464
592.36099	11.296	0	1.5310455780441463	N465
687.27543	9.221	1	0.2687069290083369	N467
899.52667	15.15	1	-0.5404162296102645	N468
876.55858	13.56	1	-0.63468854166501	N469
656.31698	10.108	1	0.4003459816155203	N470
900.56014	14.504	1	-0.2437940743494508	N471
760.51132	17.791	1	0.2704815329943675	N473
664.5876	19.12	1	0.8834666686465668	N474
676.38195	12.091	1	-0.646192715100566	N475
774.52776	16.215	1	-0.3030421248501975	N476
899.56255	17.028	1	0.0437796399431312	N478
700.38179	11.935	1	-0.9070214136732074	N479
658.37108	11.558	1	-0.5495627448387926	N480
595.26129	13.099	1	0.4811962546596011	N482
580.49396	16.37	1	0.8841804635054114	N483
670.39278	12.393	1	-0.26755116438027277	N484
606.37659	12.465	1	-0.07559696912380227	N488
839.50399	16.84	1	0.27463071906049286	N489
932.51662	18.795	1	-0.08064573096940887	N493
610.26652	11.504	1	0.606148597223049	N494
441.12615	9.113	1	0.4854403765032938	N495
900.55889	13.687	1	-0.7409526756159457	N496
943.50559	16.312	1	-0.24956609647893988	N498
754.46499	15.108	0	-1.4394036451389238	N500
774.50377	16.722	1	-0.13442052700296359	N501
935.54587	13.778	1	-0.4216293349733096	N502
1564.15548	19.746	1	0.05455170192802666	N503
313.16391	9.111	1	0.5020416561445218	N504
506.32448	11.675	1	0.6314031540939449	N505
337.20518	10.115	1	0.29362085769342416	N509
690.39738	11.433	1	-1.0410476553853558	N510
728.52257	17.818	1	-0.44595230618948717	N511
682.39262	11.746	1	-0.9235450133522352	N512
725.38451	11.618	1	-0.9766844549730016	N513
478.29378	9.657	1	0.4296625887619592	N515
956.51616	18.377	1	-0.6368250731122712	N516
836.56367	14.423	0	-1.3234195387762944	N522
450.26229	9.431	1	-0.010266300299784955	N523
842.51688	14.321	1	-0.9393223427675164	N524
750.50697	16.859	1	0.2983800185146916	N525
1452.85858	16.094	1	0.20767368787198862	N526
692.41342	13.221	1	-0.17914501824336934	N527
838.59437	19.498	1	0.41784729641396556	N528
804.47846	16.609	1	0.13720931949227366	N529
792.5558	18.466	1	0.4732347798422337	N530
717.47011	15.732	1	0.3802725917813514	N531
462.37073	14.642	1	0.7468592131552554	N532
980.51597	18.161	1	-0.02950363724456803	N533
894.47905	17.452	1	0.8249629927535593	N534
494.32474	11.634	1	-0.024576306005444776	N535
467.2994	13.107	1	0.23630501862175787	N536
327.17958	9.787	1	0.6476928606593878	N537
608.31973	11.742	1	-0.038108797642659606	N538
762.5299	18.034	1	-0.5232412721222613	N539
692.41231	12.314	1	-0.6957975436461429	N541
760.43929	12.4	1	-0.5857938228498888	N542
935.54875	13.219	1	-0.9761314076514095	N545
828.47865	16.449	1	0.3100531090429083	N546
628.36108	12.23	1	-0.8499090374440891	N547
574.31358	11.993	1	-0.8290237388467392	N548
696.37192	11.224	1	-0.5667445741250653	N549
602.48117	15.618	1	0.24076151022343345	N550
680.31704	10.167	1	0.3671040088533403	N551
582.23547	10.282	1	0.027817074777636813	N552
812.57966	19.471	1	0.8897024050019358	N553
522.2836	10.382	1	0.7966694773720225	N555
695.33966	10.676	1	-0.732355731665479	N556
667.30667	10.813	1	0.09026175945761693	N558
786.52777	17.931	1	0.15730567931494363	N561
594.28084	10.255	1	0.6878432260155714	N562
327.23232	9.895	1	0.3442118899184377	N564
457.19024	11.676	1	0.13429218069860877	N565
526.35077	11.207	1	0.5856980535260784	N567
596.29627	10.768	1	0.6767911443934908	N568
868.46372	17.238	1	0.8485729329353077	N569
686.47553	16.126	1	0.058753795664828155	N570
823.5479	17.395	1	0.9142733956043297	N571
441.25241	9.498	1	-0.11500519203950282	N572
961.62525	11.503	1	0.39075379750544725	N573
706.39228	11.633	1	-0.6266315430781714	N576
763.55965	16.167	1	0.4604497535100157	N577
568.32588	11.087	1	0.2241304042013066	N580
804.50217	14.071	0	-1.1228001561783476	N581
762.41851	11.915	1	-1.004975900256097	N582
878.57297	13.612	1	-0.08503944986607719	N584
530.32446	10.643	1	0.7590536643374114	N586
694.63455	20.691	1	0.2679183644132994	N587
333.1354	8.03	1	0.10339331099484507	N588
784.51001	18.084	1	0.3746009763281943	N589
654.23538	9.899	1	0.16946449787910184	N590
814.55903	18.358	1	0.42014768295774263	N591
738.41884	11.807	0	-1.163122420943065	N592
568.49399	16.596	1	0.6112884744520928	N593
769.37575	11.262	1	-0.5881238913358158	N594
782.53122	17.091	1	0.2319313000433263	N595
536.50415	17.098	1	0.6844760086410092	N600
892.52944	17.909	1	-0.10487737080239494	N601
395.21983	11.674	1	0.13657386754114587	N602
660.35073	11.397	1	-0.6187624729714374	N603
590.30919	11.133	1	-0.0759531919264047	N605
632.31712	10.069	1	0.48027563446405774	N606
816.53735	14.657	1	0.31828321606635807	N607
730.46534	14.746	1	-0.38547787431172725	N609
900.57288	18.016	0	1.3184873171070524	N610
818.54458	19.23	1	1.0056458335319962	N613
560.43426	14.34	1	-0.5264414971516608	N614
566.24931	9.516	1	0.5613469986344019	N616
670.28794	10.679	1	0.03922499965436334	N618
716.41323	12.757	1	-0.6685286583901171	N619
678.39776	12.942	1	-0.3976855585107759	N620
1551.21505	19.103	1	0.021169785475894088	N622
1561.12783	18.794	1	-0.17812949917022572	N623
383.17471	11.19	1	0.5814536343478722	N624
1167.69896	14.724	1	0.3077670631457784	N627
813.48866	16.522	1	1.0241096766327247	N628
507.27215	9.726	1	0.5110551347967122	N629
816.53711	14.056	1	-0.12901747401683203	N630
838.55881	18.08	1	-0.1139813026680207	N631
552.36628	11.545	1	0.60517459680244	N633
712.40357	11.322	1	-0.8116221498859576	N636
385.31382	15.654	0	1.1097199008045897	N638
1083.49353	16.298	1	0.10555433237195405	N640
702.39748	12.609	1	-0.3933513373973478	N641
764.54475	18.921	1	0.0831826710089344	N642
748.40287	11.729	0	-1.098318415791096	N646
594.30485	10.726	1	-0.02156230115522438	N647
692.37697	11.671	1	-0.40972294965205364	N650
1657.12834	18.144	1	0.5485490995452655	N651
596.39241	13.277	1	0.7377184614097855	N652
905.56317	10.321	1	-0.1371212152115671	N655
870.5831	18.066	1	-0.020840824879493937	N656
686.36603	11.666	1	-0.645210202867967	N657
381.23123	10.386	1	0.21620541267717228	N659
764.55255	16.793	1	0.46439128901704796	N662
1370.78005	14.46	1	-0.44988986610770415	N664
821.40749	11.793	1	-0.8984685873188837	N666
858.5238	18.091	1	-0.15354461984628834	N667
407.18703	10.435	1	0.671170375799161	N669
616.36098	11.248	1	0.5533058286883009	N671
683.33913	11.227	1	0.6229642864169744	N672
684.40892	12.737	1	-0.0071239138045087365	N677
938.53321	18.796	1	-0.17520242360354119	N680
843.54818	18.408	1	-0.5103960731878399	N682
698.319	11.986	1	0.8314491504482578	N687
627.49802	16.427	1	0.1328350732997773	N688
987.47454	15.588	1	-0.5382956360258431	N689
466.29363	10.916	1	-0.09367865429458316	N691
648.35116	12.256	1	0.15942947206361682	N695
349.23553	12.469	1	0.5998263952662927	N696
413.22154	13.406	1	0.84321718893717	N699
678.60326	19.555	1	0.581733696455954	N700
678.36145	11.606	1	-0.02394205820089599	N701
898.48063	17.065	1	-0.2744252607916484	N702
255.23263	10.449	1	0.12937933526178588	N703
688.38195	12.608	1	-0.2479066030962519	N704
525.37903	13.029	1	0.20415294765669334	N705
494.36083	13.038	1	-0.036776918109400376	N706
708.44495	13.727	1	0.6321398964443127	N707
674.36635	11.522	1	-0.9325416822360404	N708
1426.84278	16.023	1	-0.6841216937566265	N712
784.47543	14.471	1	0.22163675850058745	N713
556.31738	10.848	0	1.16949688748482	N715
585.48544	12.47	1	0.6666632674626366	N717
1103.65091	10.677	1	0.19620668724495077	N719
622.33492	10.929	1	0.024298234458020224	N720
563.50376	12.465	1	0.25365829154422986	N721
962.533	18.385	1	-0.6186467008972875	N722
929.5326	16.184	1	0.9227898782437904	N724
604.361	11.613	1	-0.41892870520153275	N725
253.21686	11.195	1	0.3011968475184982	N730
1527.02778	17.071	1	-0.20504492267136115	N731
862.55611	17.986	1	-0.013317141243668625	N735
388.2523	10.192	1	-0.6395199072526792	N737
371.21984	11.671	1	0.14673911488250863	N738
794.56961	19.172	1	1.038284065576876	N739
557.31972	10.682	1	-0.018100494583586414	N750
1526.02435	17.068	1	-0.11755933015389171	N752
751.36518	11.59	1	0.5590059108817662	N754
788.54369	19.193	1	0.7687982317552849	N757
1582.1869	19.153	1	0.5974927690408984	N761
632.35592	12.369	1	0.9375672322687362	N762
283.26397	11.61	1	0.6685503803018382	N765
680.61898	20.308	1	0.11557941936164057	N767
690.60324	19.332	1	0.24088110046000472	N768
845.56397	19.311	1	0.8008904696426896	N769
778.5373	17.893	1	-0.03338093876610795	N771
604.28558	10.885	1	-0.7830544288728944	N773
1560.12407	18.784	1	-0.030787128305761052	N774
867.54713	18.164	1	0.0012362212072043952	N775
570.28133	10.362	1	1.014253405775837	N776
595.42433	12.146	1	0.5401611689971132	N777
801.53769	16.235	1	0.18653205679688023	N778
944.56116	18.303	1	0.33095534147534444	N779
557.45665	16.122	1	-0.2365276990587671	N782
646.333	12.204	1	0.25707668509267156	N783
604.32506	11.399	1	0.058669234006578204	N784
616.28367	11.503	1	0.6154207690760342	N787
704.33626	11.98	1	0.8814406226600785	N789
696.30362	10.856	0	1.125959737894328	N790
602.44502	14.47	1	0.012670567510331692	N791
1609.12718	18.363	1	-0.01364275753619053	N792
846.5453	19.581	1	-0.5634830887333556	N793
636.25234	9.824	1	0.5207429845588755	N794
577.27526	10.359	1	1.0509442873098	N798
552.33008	10.287	0	1.1569766422366154	N800
706.42833	12.873	1	-0.04470443295877946	N803
590.34553	11.425	1	-0.4395971373528278	N804
419.3525	13.024	1	0.1154608564673769	N807
297.24332	9.641	1	-0.20551023113798536	N808
730.54658	15.412	1	0.41158360840736186	N814
504.30947	10.837	1	0.476551517311445	N815
