massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row155	712.49153	16.473	1.0	0.0263565331	N167
row156	918.57054	15.865	1.0	-0.0227571684	N168
row157	303.23272	11.671	0.0	0.0303038553	N169
row158	922.52928	13.222	1.0	-0.0220161486	N170
row159	818.55351	17.205	0.0	-0.0311773822	N171
row160	862.50711	13.502	1.0	-0.0203737715	N172
row161	576.3298	11.38	1.0	-0.0223324794	N173
row162	446.3761	15.372	1.0	0.0098634224	N174
row163	453.28563	6.921	1.0	0.0162354477	N175
row164	753.38124	11.273	1.0	-0.0186228727	N176
row165	745.54836	15.997	1.0	0.0122871989	N177
row166	743.48564	16.165	1.0	0.0255836244	N178
row167	642.36104	11.236	1.0	-0.0239162952	N179
row168	592.2649	9.9	0.0	0.0344266541	N180
row169	666.39779	12.736	1.0	-0.0274458836	N182
row170	533.29103	13.097	1.0	0.020879254	N183
row171	896.56107	19.229	1.0	0.0190613504	N184
row172	650.3664	10.791	1.0	-0.0267173203	N185
row173	713.35048	11.11	0.0	-0.0289170618	N186
row174	636.3491	11.988	1.0	0.020702319	N187
row175	842.55345	16.87	1.0	-0.0284321203	N188
row176	528.30908	10.103	0.0	0.0336018048	N189
row177	820.56892	17.902	1.0	-0.0265124789	N190
row178	901.54118	15.663	1.0	-0.0202385324	N191
row179	694.39244	11.214	1.0	-0.0193774474	N192
row180	832.50901	17.332	1.0	0.0170002963	N193
row181	353.20011	9.077	1.0	0.0112579856	N194
row182	564.33065	12.016	1.0	-0.0208668693	N195
row183	520.26506	10.318	0.0	0.0303954335	N196
row184	580.32472	11.297	1.0	-0.0072095652	N197
row185	652.38168	11.629	1.0	-0.0257276531	N198
row186	692.61904	19.913	1.0	0.0137857398	N199
row187	872.52764	14.163	1.0	-0.0260761208	N201
row188	892.55301	14.834	1.0	-0.0149330452	N202
row189	690.39752	12.335	0.0	-0.0296483968	N203
row190	613.51467	17.622	1.0	-0.0080768299	N204
row191	882.55019	16.231	1.0	-0.0188666815	N205
row192	295.22774	10.059	1.0	-0.0085874004	N207
row193	526.31435	10.007	0.0	0.0300594838	N208
row194	744.56205	15.87	1.0	0.0178499581	N209
row195	605.40501	14.41	0.0	0.0328246972	N210
row196	780.51635	16.149	1.0	-0.0057750122	N211
row197	816.57435	19.46	1.0	0.0033175099	N212
row198	411.20601	12.466	1.0	0.0235690729	N213
row199	841.51892	17.552	1.0	-0.0165913913	N214
row200	698.38763	10.748	0.0	-0.0294143216	N215
row201	650.36646	11.791	1.0	-0.0221279855	N216
row202	550.31489	11.09	1.0	-0.0213321271	N217
row203	840.5732	19.144	1.0	0.0255394994	N218
row204	806.49324	17.237	1.0	0.0154670962	N219
row205	965.52081	12.918	1.0	-0.027195192	N220
row206	818.51847	15.726	1.0	-0.0260225201	N221
row207	504.3093	10.069	0.0	0.0321796123	N222
row208	602.34539	11.782	1.0	-0.0181904565	N223
row209	476.27801	9.806	0.0	0.033236958	N224
row210	554.30975	10.887	1.0	-0.0207209311	N225
row211	924.59356	21.685	1.0	0.0215870349	N226
row212	752.52191	17.764	1.0	0.0269031649	N227
row213	832.53358	15.68	1.0	-0.0262649216	N228
row214	634.37147	12.0	1.0	-0.0136160939	N229
row215	720.408	11.614	1.0	-0.0152107584	N230
row216	814.52138	13.959	1.0	-0.0215928946	N231
row217	812.50656	14.413	1.0	-0.0285406235	N233
row218	582.27119	6.25	1.0	-0.0118777328	N234
row219	796.51178	15.655	1.0	-0.0191486339	N235
row220	508.35533	13.17	1.0	0.0248831833	N236
row221	303.23285	9.833	0.0	0.0331639085	N238
row222	636.38697	12.193	0.0	-0.0335460923	N239
row223	925.50344	15.589	1.0	0.0196107884	N240
row224	922.57729	20.096	1.0	0.017816179	N241
row225	816.53868	16.604	1.0	-0.0263718901	N242
row226	869.55384	16.109	1.0	0.028227025	N243
row227	554.34563	11.317	0.0	0.0323732502	N244
row228	808.50798	17.224	1.0	0.0070721083	N245
row229	530.32453	11.409	0.0	0.0292223519	N246
row230	620.35588	11.898	1.0	-0.0100343836	N247
row231	852.55895	13.202	1.0	-0.0254213752	N248
row232	969.55124	13.462	1.0	-0.0201043832	N249
row233	1021.52292	16.312	1.0	0.0244275374	N250
row234	820.49645	12.745	1.0	-0.0108803096	N251
row235	213.1134	0.87	1.0	-0.0176160683	N253
row236	805.52162	15.42	1.0	-0.0204717634	N254
row237	723.37069	11.764	1.0	-0.0198444584	N255
row238	668.37705	11.622	1.0	-0.023735795	N258
row239	955.55039	16.997	1.0	-0.0124079679	N259
row240	688.49155	16.998	1.0	0.0008278938	N261
row241	604.36109	12.612	1.0	-0.0168820846	N262
row242	842.51577	15.796	1.0	-0.0285347582	N263
row243	634.33357	10.882	1.0	0.0270709611	N264
row244	764.54862	15.043	1.0	0.0260511397	N265
row245	687.54522	16.789	1.0	0.0111698933	N266
row246	832.60786	24.739	1.0	0.0190680876	N267
row247	901.54194	14.928	1.0	0.0124948157	N268
row248	756.48055	14.698	1.0	0.0030893619	N270
row249	772.51086	15.445	1.0	-0.0141215693	N271
row250	798.52743	16.172	1.0	-0.0245185957	N272
row251	802.48636	14.326	1.0	0.0076253616	N274
row252	722.51153	17.541	1.0	0.0051105394	N276
row253	866.55359	16.532	1.0	-0.0216582881	N277
row254	582.33982	12.003	1.0	-0.0209753548	N278
row255	771.3918	10.966	0.0	-0.0297901684	N280
row256	634.37122	11.317	0.0	-0.032655926	N281
row257	845.53245	16.551	1.0	0.0254282075	N283
row258	618.47599	14.768	1.0	0.0254730441	N284
row259	812.54092	18.608	1.0	0.0003914625	N286
row260	931.51613	14.384	1.0	-0.0241984982	N287
row261	834.54873	15.187	1.0	-0.0195921854	N288
row262	618.3403	11.131	1.0	-0.0101195097	N290
row263	293.17935	9.537	1.0	0.0143478955	N291
row264	552.30942	10.166	0.0	0.0318400432	N293
row265	715.36611	11.393	0.0	-0.0314115828	N297
row266	652.38217	12.531	1.0	-0.027125695	N299
row267	844.56813	17.837	0.0	-0.0326886926	N301
row268	868.55413	13.413	1.0	-0.0261044655	N302
row269	712.40343	10.697	0.0	-0.0289437255	N303
row270	798.53032	17.335	1.0	-0.0213526857	N305
row271	775.59575	18.135	1.0	0.0031930917	N307
row272	940.54887	19.762	1.0	-0.0230673188	N308
row273	844.52746	18.337	1.0	-0.0118536461	N310
row274	588.32981	11.634	1.0	-0.0109024436	N311
row275	796.51085	15.14	1.0	-0.0081822855	N312
row276	754.5008	15.95	1.0	-0.0092657172	N313
row277	738.41887	11.049	1.0	-0.0287070821	N314
row278	834.47594	12.568	1.0	-0.0184805244	N315
row279	656.37704	11.497	0.0	-0.0339179245	N316
row280	622.33557	11.925	1.0	-0.027212394	N317
row281	597.30343	10.076	1.0	0.0273000397	N318
row282	498.26223	9.226	0.0	0.0332971057	N319
row283	571.28806	9.705	1.0	0.0273981418	N320
row284	808.47564	14.697	1.0	0.0034135767	N322
row285	564.33066	11.14	1.0	-0.0218300703	N323
row286	397.22621	9.31	1.0	0.0091614647	N325
row287	877.50592	14.574	1.0	-0.0122756681	N326
row288	255.23258	12.149	0.0	0.0293546916	N327
row289	892.46338	17.062	1.0	0.0257686642	N328
row290	682.35633	10.357	1.0	-0.0160643896	N329
row291	815.50356	17.785	1.0	-0.0127639948	N330
row292	788.54401	18.114	1.0	0.0094138336	N331
row293	516.33167	10.337	1.0	0.0263724685	N332
row294	877.5226	16.781	1.0	0.0088341459	N334
row295	590.34549	12.325	1.0	-0.0022333823	N335
row296	920.56132	18.598	1.0	0.0140138065	N337
row297	578.30891	11.109	0.0	-0.0288299994	N339
row298	694.42888	12.93	1.0	-0.0186966024	N340
row299	748.48965	16.53	0.0	0.0312276292	N341
row300	620.35584	11.206	1.0	-0.0284162729	N342
row301	744.55424	19.545	1.0	0.0071684874	N343
row302	907.53043	15.646	0.0	0.0314336178	N344
row303	820.51139	15.431	1.0	-0.0003684308	N347
row304	666.60352	19.872	1.0	0.0186657369	N349
row305	818.55368	16.173	0.0	-0.0292148801	N351
row306	1565.15893	19.741	1.0	-0.0070455166	N352
row307	636.35095	10.75	1.0	-0.0256521416	N353
row308	737.53694	16.784	1.0	0.0022273619	N355
row309	980.66992	10.651	0.0	0.0302992142	N356
row310	379.1558	9.111	1.0	0.0089656075	N357
row311	648.35077	11.254	1.0	-0.0264828757	N359
row312	758.49705	15.572	1.0	-0.0123533433	N362
row313	770.4965	15.415	1.0	-0.0140909042	N364
row314	816.52936	18.378	1.0	0.0087551785	N365
row315	680.41327	12.499	1.0	-0.0255466917	N366
row316	719.53347	15.642	1.0	0.0143827629	N368
row317	820.56872	16.687	1.0	-0.0267665128	N369
row318	856.50878	17.374	1.0	0.0251160516	N371
row319	973.62615	10.665	0.0	0.033784803	N373
row320	868.52878	18.046	1.0	-0.000292839	N374
row321	660.387	12.358	1.0	0.0013759338	N375
row322	750.52764	18.202	1.0	-0.0040139706	N377
row323	385.19038	12.147	1.0	0.0242316003	N378
row324	792.52853	18.784	1.0	-0.017185027	N379
row325	604.46054	14.529	1.0	0.0247882355	N380
row326	606.34007	10.926	1.0	-0.0144867179	N382
row327	903.55392	16.12	1.0	0.0037893225	N383
row328	876.5584	14.164	1.0	-0.0240991932	N385
row329	1094.73876	10.972	0.0	0.0310424942	N387
row330	754.46514	14.485	1.0	0.0080681178	N388
row331	596.35612	12.205	1.0	-0.0246766891	N389
row332	624.35076	10.471	1.0	-0.0258278358	N391
row333	622.37141	12.223	0.0	-0.0323612541	N392
row334	799.54802	17.788	1.0	-0.0032911419	N393
row335	630.37655	12.918	1.0	-0.0267993135	N396
row336	530.30211	10.672	1.0	0.0209974925	N397
row337	582.37679	12.474	1.0	0.027893806	N398
row338	1013.49015	15.805	0.0	0.032997016	N400
row339	708.40816	12.269	1.0	-0.0210655217	N401
row340	819.54805	18.825	1.0	-0.003764654	N403
row341	483.2725	10.188	1.0	0.0126352853	N404
row342	749.57993	17.444	1.0	0.0025107771	N405
row343	653.46235	12.934	1.0	0.0175242522	N406
row344	701.35026	11.247	1.0	-0.0200986712	N407
row345	934.53231	19.727	1.0	-0.0094626746	N408
row346	840.53043	18.164	1.0	0.0216259592	N409
row347	780.5544	18.707	1.0	0.02710211	N411
row348	804.51503	15.905	1.0	-0.0019624378	N413
row349	475.26738	6.983	1.0	0.0170979279	N414
row350	746.51019	17.365	1.0	-0.0043256859	N416
row351	759.5174	16.911	1.0	0.0227615164	N417
row352	860.56291	15.596	0.0	-0.0311833523	N418
row353	897.5458	16.111	0.0	0.0328882863	N420
row354	546.28057	10.778	1.0	0.0284002603	N422
row355	496.2678	10.06	1.0	0.02273824	N424
row356	305.24826	12.369	1.0	0.0286863261	N425
row357	572.48076	17.095	1.0	-0.020588767	N426
row358	722.42374	12.36	1.0	-0.0224869699	N427
row359	479.37339	13.023	1.0	-0.0197563025	N428
row360	630.23528	9.825	0.0	0.0337559799	N431
row361	846.58394	18.066	0.0	-0.0300389389	N432
row362	898.55783	17.482	1.0	0.0119576712	N435
row363	927.51832	16.099	1.0	0.0217300162	N436
row364	666.39706	11.829	1.0	-0.0272286691	N437
row365	913.57843	17.353	1.0	0.0005894014	N438
row366	559.47229	16.733	1.0	0.0099216166	N439
row367	749.38645	12.068	1.0	-0.028604704	N441
row368	594.37673	12.252	1.0	0.0236095205	N442
row369	433.19027	11.67	1.0	0.0282206846	N443
row370	1091.72521	11.981	1.0	0.0285235564	N444
row371	863.56174	17.527	1.0	-0.0155889093	N445
row372	672.38685	12.107	1.0	0.0099372307	N446
row373	678.39718	11.933	1.0	-0.023223987	N448
row374	647.45553	12.466	1.0	0.0267476206	N450
row375	880.58985	14.312	1.0	-0.0276686763	N451
row376	558.33331	11.982	1.0	0.0213387689	N452
row377	466.2936	10.012	0.0	0.0303186506	N454
row378	843.41338	10.85	1.0	-0.022795168	N455
row379	599.49971	17.092	1.0	-0.0139297003	N456
row380	664.38205	11.136	0.0	-0.0292038258	N457
row381	313.23807	12.416	1.0	-0.0149784527	N458
row382	784.47532	13.674	1.0	-0.0232554785	N459
row383	473.28199	11.211	1.0	0.0052700305	N461
row384	724.40306	11.494	1.0	-0.0200786328	N464
row385	592.36099	11.296	1.0	0.0177536968	N465
row386	687.27543	9.221	0.0	0.0332053698	N467
row387	899.52667	15.15	1.0	0.0036375851	N468
row388	876.55858	13.56	1.0	-0.0253957773	N469
row389	656.31698	10.108	0.0	0.0324014431	N470
row390	900.56014	14.504	1.0	-0.0279695015	N471
row391	760.51132	17.791	1.0	-0.0129266061	N473
row392	664.5876	19.12	1.0	0.0095844642	N474
row393	676.38195	12.091	0.0	-0.0299968686	N475
row394	774.52776	16.215	1.0	-0.0201949895	N476
row395	899.56255	17.028	1.0	0.0231407947	N478
row396	700.38179	11.935	1.0	0.0081411267	N479
row397	658.37108	11.558	1.0	0.0001914274	N480
row398	595.26129	13.099	1.0	0.0203405115	N482
row399	580.49396	16.37	1.0	-0.0136592513	N483
row400	670.39278	12.393	0.0	-0.0303154078	N484
row401	606.37659	12.465	1.0	-0.0279673542	N488
row402	839.50399	16.84	1.0	0.0247039278	N489
row403	932.51662	18.795	1.0	-0.0028180297	N493
row404	610.26652	11.504	1.0	0.0281391301	N494
row405	441.12615	9.113	1.0	0.0117992489	N495
row406	900.55889	13.687	1.0	-0.0220700831	N496
row407	943.50559	16.312	1.0	0.0271737814	N498
row408	754.46499	15.108	1.0	0.0061759642	N500
row409	774.50377	16.722	1.0	0.0266790453	N501
row410	935.54587	13.778	1.0	-0.0238908425	N502
row411	1564.15548	19.746	1.0	-0.0016858829	N503
row412	313.16391	9.111	1.0	0.0111683329	N504
row413	506.32448	11.675	0.0	0.0294129396	N505
row414	337.20518	10.115	1.0	0.0110815127	N509
row415	690.39738	11.433	1.0	-0.0196600227	N510
row416	728.52257	17.818	1.0	0.0048506945	N511
row417	682.39262	11.746	0.0	-0.0287289584	N512
row418	725.38451	11.618	1.0	-0.0262064678	N513
row419	478.29378	9.657	0.0	0.0306499696	N515
row420	956.51616	18.377	1.0	0.0137370236	N516
row421	836.56367	14.423	1.0	-0.0148617737	N522
row422	450.26229	9.431	0.0	0.0319641976	N523
row423	842.51688	14.321	1.0	0.0091323422	N524
row424	750.50697	16.859	1.0	0.0272815396	N525
row425	1452.85858	16.094	1.0	-0.0146291301	N526
row426	692.41342	13.221	1.0	-0.026390343	N527
row427	838.59437	19.498	1.0	0.0048600097	N528
row428	804.47846	16.609	1.0	0.0256581853	N529
row429	792.5558	18.466	1.0	0.0255668932	N530
row430	717.47011	15.732	1.0	0.0254458165	N531
row431	462.37073	14.642	1.0	0.0244211624	N532
row432	980.51597	18.161	1.0	0.0229039243	N533
row433	894.47905	17.452	1.0	0.0172264115	N534
row434	494.32474	11.634	0.0	0.029852591	N535
row435	467.2994	13.107	1.0	0.0168997233	N536
row436	327.17958	9.787	1.0	0.0103526551	N537
row437	608.31973	11.742	1.0	-0.0282753412	N538
row438	762.5299	18.034	1.0	0.0067647401	N539
row439	692.41231	12.314	1.0	-0.0157880423	N541
row440	760.43929	12.4	1.0	-0.0134414636	N542
row441	935.54875	13.219	1.0	-0.0210702677	N545
row442	828.47865	16.449	0.0	0.0301010897	N546
row443	628.36108	12.23	1.0	-0.0236073354	N547
row444	574.31358	11.993	0.0	-0.0288984766	N548
row445	696.37192	11.224	1.0	-0.0277814442	N549
row446	602.48117	15.618	0.0	0.0316960307	N550
row447	680.31704	10.167	0.0	0.0310643366	N551
row448	582.23547	10.282	0.0	0.0304383106	N552
row449	812.57966	19.471	1.0	0.0033956949	N553
row450	522.2836	10.382	1.0	0.0149077974	N555
row451	695.33966	10.676	1.0	-0.0225075134	N556
row452	667.30667	10.813	1.0	0.0232373713	N558
row453	786.52777	17.931	1.0	-0.0267785328	N561
row454	594.28084	10.255	0.0	0.0318732246	N562
row455	327.23232	9.895	0.0	0.0350433259	N564
row456	457.19024	11.676	0.0	0.0290445603	N565
row457	526.35077	11.207	1.0	0.0248896968	N567
row458	596.29627	10.768	0.0	0.0300817174	N568
row459	868.46372	17.238	1.0	0.0158729308	N569
row460	686.47553	16.126	1.0	0.0155691646	N570
row461	823.5479	17.395	1.0	0.0121302842	N571
row462	441.25241	9.498	1.0	0.0094071304	N572
row463	961.62525	11.503	0.0	0.0307942154	N573
row464	706.39228	11.633	1.0	-0.0278863972	N576
row465	763.55965	16.167	1.0	-0.003864921	N577
row466	568.32588	11.087	1.0	-0.0241805194	N580
row467	804.50217	14.071	1.0	0.0084035943	N581
row468	762.41851	11.915	1.0	-0.0256521436	N582
row469	878.57297	13.612	1.0	-0.0241027481	N584
row470	530.32446	10.643	0.0	0.0291593327	N586
row471	694.63455	20.691	1.0	0.0239662163	N587
row472	333.1354	8.03	1.0	-0.0041089386	N588
row473	784.51001	18.084	0.0	-0.0311771042	N589
row474	654.23538	9.899	0.0	0.0351692456	N590
row475	814.55903	18.358	1.0	0.0036733209	N591
row476	738.41884	11.807	1.0	-0.0115041833	N592
row477	568.49399	16.596	1.0	-0.0066162533	N593
row478	769.37575	11.262	1.0	-0.0268488955	N594
row479	782.53122	17.091	1.0	-0.0154238003	N595
row480	536.50415	17.098	1.0	-0.0161231738	N600
row481	892.52944	17.909	1.0	0.0143301509	N601
row482	395.21983	11.674	0.0	0.0309362975	N602
row483	660.35073	11.397	1.0	0.0053096242	N603
row484	590.30919	11.133	1.0	-0.0023192335	N605
row485	632.31712	10.069	0.0	0.0322608588	N606
row486	816.53735	14.657	1.0	-0.0198460791	N607
row487	730.46534	14.746	1.0	-0.0113367275	N609
row488	900.57288	18.016	1.0	0.012151267	N610
row489	818.54458	19.23	1.0	0.0138749631	N613
row490	560.43426	14.34	1.0	0.0202423342	N614
row491	566.24931	9.516	0.0	0.032010663	N616
row492	670.28794	10.679	1.0	0.0240049096	N618
row493	716.41323	12.757	1.0	-0.0276015373	N619
row494	678.39776	12.942	1.0	-0.0116574601	N620
row495	1551.21505	19.103	1.0	0.0040815507	N622
row496	1561.12783	18.794	1.0	-0.0100105248	N623
row497	383.17471	11.19	1.0	0.0246402454	N624
row498	1167.69896	14.724	1.0	0.0033281284	N627
row499	813.48866	16.522	1.0	0.0057584641	N628
row500	507.27215	9.726	1.0	0.0248943001	N629
row501	816.53711	14.056	1.0	-0.0183428306	N630
row502	838.55881	18.08	1.0	0.0242198872	N631
row503	552.36628	11.545	1.0	0.0246659071	N633
row504	712.40357	11.322	1.0	-0.0134737714	N636
row505	385.31382	15.654	1.0	-0.0169647366	N638
row506	1083.49353	16.298	0.0	0.0290395706	N640
row507	702.39748	12.609	1.0	-0.0109234492	N641
row508	764.54475	18.921	1.0	-0.0142968951	N642
row509	748.40287	11.729	1.0	-0.0215648113	N646
row510	594.30485	10.726	0.0	-0.029565113	N647
row511	692.37697	11.671	0.0	-0.029260436	N650
row512	1657.12834	18.144	0.0	0.0305631824	N651
row513	596.39241	13.277	1.0	0.0191357363	N652
row514	905.56317	10.321	0.0	0.0316731188	N655
row515	870.5831	18.066	0.0	-0.0312835416	N656
row516	686.36603	11.666	1.0	0.0111589215	N657
row517	381.23123	10.386	1.0	0.0120605275	N659
row518	764.55255	16.793	1.0	0.0112084696	N662
row519	1370.78005	14.46	1.0	-0.0062145594	N664
row520	821.40749	11.793	1.0	-0.0208921644	N666
row521	858.5238	18.091	1.0	-0.0086460597	N667
row522	407.18703	10.435	1.0	0.0096931762	N669
row523	616.36098	11.248	1.0	0.0039642193	N671
row524	683.33913	11.227	1.0	-0.023851705	N672
row525	684.40892	12.737	0.0	-0.0297350159	N677
row526	938.53321	18.796	1.0	-0.0083025837	N680
row527	843.54818	18.408	1.0	0.0122206494	N682
row528	698.319	11.986	1.0	0.0203651908	N687
